Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment,churn_risk
17104,424,1,474.03,1,1,2,112,Lost,Low
17105,159,2,665.78,2,2,2,222,Need Attention,Low
17106,389,1,491.23,1,1,2,112,Lost,Low
17107,33,10,16075.42,3,4,4,344,Champions,Low
17108,664,1,174.95,1,1,1,111,Lost,Low
17109,29,8,1295.46,3,4,3,343,Champions,Low
17110,165,3,510.7,2,3,2,232,Need Attention,High
17111,47,2,476.58,3,2,2,322,Loyal,Low
17112,503,1,205.17,1,1,1,111,Lost,Low
17113,574,6,2322.59,1,3,4,134,At Risk,High
17114,6,8,808.62,4,4,2,442,Loyal,Low
17115,8,7,2761.49,4,4,4,444,Champions,Low
17116,648,1,389.78,1,1,2,112,Lost,Low
17117,288,1,116.2,2,1,1,211,Lost,Low
17118,318,1,157.02,2,1,1,211,Lost,Low
17119,3,2,606.91,4,2,2,422,Loyal,Low
17120,233,1,307.46,2,1,1,211,Lost,Low
17121,403,1,314.74,1,1,1,111,Lost,Low
17122,119,4,570.5,2,3,2,232,Need Attention,High
17123,162,3,977.17,2,3,3,233,Need Attention,High
17124,185,1,298.89,2,1,1,211,Lost,Low
17125,50,1,259.35,3,1,1,311,Promising,Low
17126,152,9,2070.44,2,4,3,243,Need Attention,High
17127,429,5,1155.03,1,3,3,133,At Risk,High
17128,335,1,157.09,2,1,1,211,Lost,Low
17129,520,1,31.85,1,1,1,111,Lost,Low
17131,5,5,2463.17,4,3,4,434,Champions,Low
17132,452,2,1272.8,1,2,3,123,Lost,Low
17133,16,12,14622.33,4,4,4,444,Champions,Low
17134,107,3,637.1,2,3,2,232,Need Attention,High
17135,16,10,1954.16,4,4,3,443,Champions,Low
17136,662,1,231.68,1,1,1,111,Lost,Low
17137,416,6,1133.63,1,3,3,133,At Risk,High
17138,276,7,4417.27,2,4,4,244,Need Attention,High
17139,16,25,19584.46,4,4,4,444,Champions,Low
17140,247,1,465.32,2,1,2,212,Lost,Low
17141,418,4,754.33,1,3,2,132,At Risk,High
17142,239,4,1283.75,2,3,3,233,Need Attention,High
17143,417,2,924.11,1,2,3,123,Lost,Low
17144,1,2,984.57,4,2,3,423,Loyal,Low
17145,513,4,3120.91,1,3,4,134,At Risk,High
17146,106,13,5860.24,2,4,4,244,Need Attention,High
17147,23,9,3199.95,4,4,4,444,Champions,Low
17148,52,1,124.88,3,1,1,311,Promising,Low
17149,451,1,143.1,1,1,1,111,Lost,Low
17150,377,6,1375.65,2,3,3,233,Need Attention,High
17151,735,1,231.9,1,1,1,111,Lost,Low
17152,195,4,2016.5,2,3,3,233,Need Attention,High
17153,24,1,213.78,4,1,1,411,Promising,Low
17154,75,1,329.34,3,1,1,311,Promising,Low
17155,18,7,892.46,4,4,2,442,Loyal,Low
17156,492,1,591.87,1,1,2,112,Lost,Low
17157,8,19,5151.9,4,4,4,444,Champions,Low
17158,32,5,1980.0,3,3,3,333,Champions,Low
17159,22,5,2099.59,4,3,3,433,Champions,Low
17160,31,17,10209.16,3,4,4,344,Champions,Low
17161,444,1,856.01,1,1,2,112,Lost,Low
17162,29,10,1715.46,3,4,3,343,Champions,Low
17163,22,4,699.78,4,3,2,432,Loyal,Low
17164,33,7,2467.35,3,4,4,344,Champions,Low
17165,284,6,1794.32,2,3,3,233,Need Attention,High
17166,39,2,206.34,3,2,1,321,Loyal,Low
17167,380,3,867.11,2,3,2,232,Need Attention,High
17168,499,1,400.2,1,1,2,112,Lost,Low
17169,58,3,1156.73,3,3,3,333,Champions,Low
17170,374,2,178.68,2,2,1,221,Need Attention,Low
17171,289,2,384.59,2,2,2,222,Need Attention,Low
17172,79,3,956.57,3,3,3,333,Champions,Low
17173,5,8,3766.6,4,4,4,444,Champions,Low
17174,218,1,59.9,2,1,1,211,Lost,Low
17175,44,4,1443.69,3,3,3,333,Champions,Low
17176,202,3,902.32,2,3,3,233,Need Attention,High
17177,505,1,119.5,1,1,1,111,Lost,Low
17178,731,1,436.71,1,1,2,112,Lost,Low
17179,178,6,1507.26,2,3,3,233,Need Attention,High
17180,56,11,2256.98,3,4,3,343,Champions,Low
17181,57,3,465.37,3,3,2,332,Loyal,Low
17182,423,2,321.3,1,2,1,121,Lost,Low
17183,8,6,3347.31,4,3,4,434,Champions,Low
17184,569,2,198.41,1,2,1,121,Lost,Low
17185,592,3,229.46,1,3,1,131,At Risk,High
17186,47,2,144.0,3,2,1,321,Loyal,Low
17187,227,2,467.71,2,2,2,222,Need Attention,Low
17188,11,13,4592.93,4,4,4,444,Champions,Low
17189,106,5,957.63,2,3,3,233,Need Attention,High
17190,59,7,1743.04,3,4,3,343,Champions,Low
17191,28,15,4836.05,3,4,4,344,Champions,Low
17192,536,1,77.83,1,1,1,111,Lost,Low
17193,36,9,2310.04,3,4,4,344,Champions,Low
17194,274,3,812.5,2,3,2,232,Need Attention,High
17195,655,1,562.98,1,1,2,112,Lost,Low
17196,428,1,352.9,1,1,2,112,Lost,Low
17197,30,1,1013.01,3,1,3,313,Promising,Low
17198,24,3,1213.88,4,3,3,433,Champions,Low
17199,582,1,145.12,1,1,1,111,Lost,Low
17200,387,4,356.71,1,3,2,132,At Risk,High
17201,54,4,1242.04,3,3,3,333,Champions,Low
17202,421,1,160.65,1,1,1,111,Lost,Low
17203,36,10,5575.88,3,4,4,344,Champions,Low
17204,175,9,5504.69,2,4,4,244,Need Attention,High
17205,54,3,999.35,3,3,3,333,Champions,Low
17206,53,1,204.24,3,1,1,311,Promising,Low
17207,652,1,303.22,1,1,1,111,Lost,Low
17208,396,1,115.35,1,1,1,111,Lost,Low
17209,649,3,611.6,1,3,2,132,At Risk,High
17210,393,1,253.37,1,1,1,111,Lost,Low
17211,27,13,4046.65,3,4,4,344,Champions,Low
17212,253,3,794.41,2,3,2,232,Need Attention,High
17213,40,13,5182.3,3,4,4,344,Champions,Low
17214,60,6,1069.12,3,3,3,333,Champions,Low
17215,464,1,186.15,1,1,1,111,Lost,Low
17216,554,1,65.05,1,1,1,111,Lost,Low
17217,234,2,218.0,2,2,1,221,Need Attention,Low
17218,4,18,4192.68,4,4,4,444,Champions,Low
17219,32,2,259.13,3,2,1,321,Loyal,Low
17220,24,21,4481.75,4,4,4,444,Champions,Low
17221,7,5,978.52,4,3,3,433,Champions,Low
17222,65,6,1605.01,3,3,3,333,Champions,Low
17223,310,3,873.53,2,3,2,232,Need Attention,High
17224,501,1,100.86,1,1,1,111,Lost,Low
17225,582,1,131.15,1,1,1,111,Lost,Low
17226,309,3,900.12,2,3,3,233,Need Attention,High
17227,19,12,2022.03,4,4,3,443,Champions,Low
17228,16,13,3177.24,4,4,4,444,Champions,Low
17229,96,2,318.76,3,2,1,321,Loyal,Low
17230,264,18,9924.95,2,4,4,244,Need Attention,High
17231,12,25,7197.04,4,4,4,444,Champions,Low
17232,3,2,421.52,4,2,2,422,Loyal,Low
17233,35,3,560.86,3,3,2,332,Loyal,Low
17234,183,1,149.89,2,1,1,211,Lost,Low
17235,25,8,1904.88,4,4,3,443,Champions,Low
17236,13,12,1929.26,4,4,3,443,Champions,Low
17237,11,4,1002.08,4,3,3,433,Champions,Low
17238,3,32,7783.1,4,4,4,444,Champions,Low
17239,313,4,1189.45,2,3,3,233,Need Attention,High
17240,596,1,130.6,1,1,1,111,Lost,Low
17241,385,12,2744.14,1,4,4,144,At Risk,High
17242,108,5,2889.28,2,3,4,234,Need Attention,High
17243,1,69,20889.86,4,4,4,444,Champions,Low
17244,53,5,1826.04,3,3,3,333,Champions,Low
17245,205,2,371.63,2,2,2,222,Need Attention,Low
17246,547,2,38.92,1,2,1,121,Lost,Low
17247,15,1,282.19,4,1,1,411,Promising,Low
17248,120,2,546.16,2,2,2,222,Need Attention,Low
17249,429,1,68.03,1,1,1,111,Lost,Low
17250,4,2,384.52,4,2,2,422,Loyal,Low
17251,363,3,812.43,2,3,2,232,Need Attention,High
17252,117,2,353.86,2,2,2,222,Need Attention,Low
17253,18,1,178.26,4,1,1,411,Promising,Low
17254,5,3,470.73,4,3,2,432,Loyal,Low
17255,41,4,799.13,3,3,2,332,Loyal,Low
17256,107,5,498.93,2,3,2,232,Need Attention,High
17257,436,2,192.73,1,2,1,121,Lost,Low
17258,397,2,417.3,1,2,2,122,Lost,Low
17259,148,6,1889.34,2,3,3,233,Need Attention,High
17260,411,1,120.95,1,1,1,111,Lost,Low
17261,510,1,230.44,1,1,1,111,Lost,Low
17262,52,11,2757.62,3,4,4,344,Champions,Low
17263,208,1,63.44,2,1,1,211,Lost,Low
17264,424,1,279.59,1,1,1,111,Lost,Low
17265,139,2,562.9,2,2,2,222,Need Attention,Low
17266,2,5,517.73,4,3,2,432,Loyal,Low
17267,127,2,317.62,2,2,1,221,Need Attention,Low
17268,108,11,1733.89,2,4,3,243,Need Attention,High
17269,386,1,537.46,1,1,2,112,Lost,Low
17270,469,2,604.4,1,2,2,122,Lost,Low
17271,736,1,210.39,1,1,1,111,Lost,Low
17272,42,4,2148.63,3,3,3,333,Champions,Low
17273,424,1,141.12,1,1,1,111,Lost,Low
17274,35,2,577.38,3,2,2,322,Loyal,Low
17275,383,1,114.52,1,1,1,111,Lost,Low
17276,402,1,508.39,1,1,2,112,Lost,Low
17277,228,2,1065.35,2,2,3,223,Need Attention,Low
17278,241,2,271.24,2,2,1,221,Need Attention,Low
17279,58,1,187.83,3,1,1,311,Promising,Low
17280,438,1,118.86,1,1,1,111,Lost,Low
17281,374,6,797.85,2,3,2,232,Need Attention,High
17282,130,5,2339.66,2,3,4,234,Need Attention,High
17283,379,1,188.46,2,1,1,211,Lost,Low
17284,60,8,2793.16,3,4,4,344,Champions,Low
17285,628,2,428.34,1,2,2,122,Lost,Low
17286,22,3,395.48,4,3,2,432,Loyal,Low
17287,26,21,4111.96,4,4,4,444,Champions,Low
17288,9,11,2499.98,4,4,4,444,Champions,Low
17289,32,9,2079.39,3,4,3,343,Champions,Low
17290,4,8,1501.44,4,4,3,443,Champions,Low
17291,308,1,550.8,2,1,2,212,Lost,Low
17292,472,2,271.75,1,2,1,121,Lost,Low
17293,8,17,3774.23,4,4,4,444,Champions,Low
17294,669,2,467.79,1,2,2,122,Lost,Low
17295,29,3,556.95,3,3,2,332,Loyal,Low
17296,730,1,338.13,1,1,1,111,Lost,Low
17297,17,1,131.78,4,1,1,411,Promising,Low
17298,101,5,957.56,2,3,3,233,Need Attention,High
17299,12,6,1016.08,4,3,3,433,Champions,Low
17300,391,2,393.64,1,2,2,122,Lost,Low
17301,21,2,330.43,4,2,1,421,Loyal,Low
17302,15,5,1135.63,4,3,3,433,Champions,Low
17303,361,1,250.04,2,1,1,211,Lost,Low
17304,534,1,111.5,1,1,1,111,Lost,Low
17305,649,1,2135.46,1,1,3,113,Lost,Low
17306,11,21,9782.35,4,4,4,444,Champions,Low
17307,395,11,3999.89,1,4,4,144,At Risk,High
17308,393,2,4511.76,1,2,4,124,Lost,Low
17309,95,3,330.59,3,3,1,331,Loyal,High
17310,387,2,1025.1,1,2,3,123,Lost,Low
17311,78,6,3566.56,3,3,4,334,Champions,Low
17312,139,3,644.3,2,3,2,232,Need Attention,High
17313,31,1,2328.84,3,1,4,314,Promising,Low
17314,25,17,4904.43,4,4,4,444,Champions,Low
17315,2,43,9650.6,4,4,4,444,Champions,Low
17316,420,1,124.45,1,1,1,111,Lost,Low
17317,46,3,2600.34,3,3,4,334,Champions,Low
17318,725,1,164.28,1,1,1,111,Lost,Low
17319,669,1,29.1,1,1,1,111,Lost,Low
17320,100,6,2895.77,2,3,4,234,Need Attention,High
17321,8,6,1741.18,4,3,3,433,Champions,Low
17322,376,5,922.59,2,3,3,233,Need Attention,High
17323,15,12,1565.59,4,4,3,443,Champions,Low
17324,18,12,2301.87,4,4,3,443,Champions,Low
17325,280,3,609.57,2,3,2,232,Need Attention,High
17326,408,2,321.95,1,2,1,121,Lost,Low
17327,410,2,152.35,1,2,1,121,Lost,Low
17328,673,1,104.7,1,1,1,111,Lost,Low
17329,14,5,1004.43,4,3,3,433,Champions,Low
17330,23,4,423.8,4,3,2,432,Loyal,Low
17331,124,1,175.2,2,1,1,211,Lost,Low
17332,528,5,838.27,1,3,2,132,At Risk,High
17333,86,1,494.25,3,1,2,312,Promising,Low
17334,302,3,635.15,2,3,2,232,Need Attention,High
17335,384,2,508.0,1,2,2,122,Lost,Low
17336,472,1,81.12,1,1,1,111,Lost,Low
17337,151,4,2027.87,2,3,3,233,Need Attention,High
17338,17,17,12142.57,4,4,4,444,Champions,Low
17339,94,3,362.36,3,3,2,332,Loyal,High
17340,30,18,22404.82,3,4,4,344,Champions,Low
17341,157,5,1889.83,2,3,3,233,Need Attention,High
17342,380,4,1227.54,2,3,3,233,Need Attention,High
17343,355,6,1259.94,2,3,3,233,Need Attention,High
17344,46,2,468.11,3,2,2,322,Loyal,Low
17345,15,10,1604.68,4,4,3,443,Champions,Low
17346,4,26,5323.0,4,4,4,444,Champions,Low
17347,86,1,228.96,3,1,1,311,Promising,Low
17348,15,9,2476.41,4,4,4,444,Champions,Low
17349,179,5,852.25,2,3,2,232,Need Attention,High
17350,8,7,1906.04,4,4,3,443,Champions,Low
17351,36,12,1988.23,3,4,3,343,Champions,Low
17352,696,1,36.25,1,1,1,111,Lost,Low
17353,129,4,3242.0,2,3,4,234,Need Attention,High
17354,51,4,3143.46,3,3,4,334,Champions,Low
17355,386,1,285.11,1,1,1,111,Lost,Low
17356,312,5,946.47,2,3,3,233,Need Attention,High
17357,24,2,388.14,4,2,2,422,Loyal,Low
17358,303,5,866.05,2,3,2,232,Need Attention,High
17359,11,2,284.46,4,2,1,421,Loyal,Low
17360,17,6,1231.38,4,3,3,433,Champions,Low
17361,49,5,880.64,3,3,2,332,Loyal,Low
17362,239,7,1024.04,2,4,3,243,Need Attention,High
17363,395,3,940.86,1,3,3,133,At Risk,High
17364,1,28,12070.42,4,4,4,444,Champions,Low
17365,13,15,8224.98,4,4,4,444,Champions,Low
17366,432,2,1096.24,1,2,3,123,Lost,Low
17367,238,1,168.4,2,1,1,211,Lost,Low
17368,23,14,2826.14,4,4,4,444,Champions,Low
17369,456,1,979.2,1,1,3,113,Lost,Low
17370,73,4,446.18,3,3,2,332,Loyal,Low
17371,17,6,662.55,4,3,2,432,Loyal,Low
17372,41,28,4377.56,3,4,4,344,Champions,Low
17373,40,7,1167.5,3,4,3,343,Champions,Low
17374,219,3,727.11,2,3,2,232,Need Attention,High
17375,199,4,660.55,2,3,2,232,Need Attention,High
17376,71,4,453.64,3,3,2,332,Loyal,Low
17377,24,78,18319.41,4,4,4,444,Champions,Low
17378,374,1,10.95,2,1,1,211,Lost,Low
17379,11,1,404.66,4,1,2,412,Promising,Low
17380,434,3,645.0,1,3,2,132,At Risk,High
17381,9,38,40002.37,4,4,4,444,Champions,Low
17382,65,8,902.28,3,4,3,343,Champions,Low
17383,4,2,309.99,4,2,1,421,Loyal,Low
17384,19,3,507.55,4,3,2,432,Loyal,Low
17385,15,1,261.11,4,1,1,411,Promising,Low
17386,8,7,2812.77,4,4,4,444,Champions,Low
17387,20,2,784.11,4,2,2,422,Loyal,Low
17388,78,11,2691.57,3,4,4,344,Champions,Low
17389,1,61,57224.68,4,4,4,444,Champions,Low
17390,421,1,149.3,1,1,1,111,Lost,Low
17391,164,2,508.8,2,2,2,222,Need Attention,Low
17392,307,3,626.56,2,3,2,232,Need Attention,High
17393,411,2,381.15,1,2,2,122,Lost,Low
17394,219,1,203.87,2,1,1,211,Lost,Low
17395,508,1,97.5,1,1,1,111,Lost,Low
17396,39,14,8807.1,3,4,4,344,Champions,Low
17397,22,3,1233.18,4,3,3,433,Champions,Low
17398,115,3,653.38,2,3,2,232,Need Attention,High
17400,126,8,4677.05,2,4,4,244,Need Attention,High
17401,541,1,114.85,1,1,1,111,Lost,Low
17402,5,23,5096.18,4,4,4,444,Champions,Low
17403,36,2,400.57,3,2,2,322,Loyal,Low
17404,4,23,47781.12,4,4,4,444,Champions,Low
17405,1,3,1031.41,4,3,3,433,Champions,Low
17406,333,13,4905.05,2,4,4,244,Need Attention,High
17407,412,1,552.9,1,1,2,112,Lost,Low
17408,163,3,316.09,2,3,1,231,Need Attention,High
17409,185,10,7793.51,2,4,4,244,Need Attention,High
17410,16,5,1214.72,4,3,3,433,Champions,Low
17411,12,5,1425.38,4,3,3,433,Champions,Low
17412,3,16,4417.52,4,4,4,444,Champions,Low
17413,405,2,560.14,1,2,2,122,Lost,Low
17414,44,6,2249.52,3,3,3,333,Champions,Low
17415,80,1,507.84,3,1,2,312,Promising,Low
17416,30,22,17298.45,3,4,4,344,Champions,Low
17417,549,1,164.18,1,1,1,111,Lost,Low
17418,42,3,670.06,3,3,2,332,Loyal,Low
17419,11,18,6500.52,4,4,4,444,Champions,Low
17420,50,6,1084.43,3,3,3,333,Champions,Low
17421,386,3,1059.41,1,3,3,133,At Risk,High
17422,16,11,3594.76,4,4,4,444,Champions,Low
17423,46,3,1118.95,3,3,3,333,Champions,Low
17425,19,2,759.17,4,2,2,422,Loyal,Low
17426,8,13,8077.77,4,4,4,444,Champions,Low
17427,72,1,100.8,3,1,1,311,Promising,Low
17428,1,45,31819.76,4,4,4,444,Champions,Low
17429,128,5,1357.46,2,3,3,233,Need Attention,High
17430,33,4,735.17,3,3,2,332,Loyal,Low
17431,313,1,403.3,2,1,2,212,Lost,Low
17432,18,9,1751.39,4,4,3,443,Champions,Low
17433,88,2,569.96,3,2,2,322,Loyal,Low
17434,2,7,2373.82,4,4,4,444,Champions,Low
17435,411,1,331.35,1,1,1,111,Lost,Low
17436,2,5,534.06,4,3,2,432,Loyal,Low
17437,530,1,373.17,1,1,2,112,Lost,Low
17438,254,5,1422.77,2,3,3,233,Need Attention,High
17439,656,1,325.74,1,1,1,111,Lost,Low
17440,157,4,323.58,2,3,1,231,Need Attention,High
17441,732,1,293.35,1,1,1,111,Lost,Low
17442,37,15,4620.3,3,4,4,344,Champions,Low
17443,220,1,534.24,2,1,2,212,Lost,Low
17444,148,3,2940.04,2,3,4,234,Need Attention,High
17446,177,2,120.9,2,2,1,221,Need Attention,Low
17447,40,2,541.53,3,2,2,322,Loyal,Low
17448,497,46,14556.97,1,4,4,144,At Risk,High
17449,2,13,4951.15,4,4,4,444,Champions,Low
17450,8,51,246973.09,4,4,4,444,Champions,Low
17451,1,7,1721.4,4,4,3,443,Champions,Low
17453,18,2,486.72,4,2,2,422,Loyal,Low
17454,192,10,1547.94,2,4,3,243,Need Attention,High
17455,204,1,131.7,2,1,1,211,Lost,Low
17456,365,2,1225.42,2,2,3,223,Need Attention,Low
17457,127,14,5984.81,2,4,4,244,Need Attention,High
17458,15,2,529.58,4,2,2,422,Loyal,Low
17459,43,2,657.3,3,2,2,322,Loyal,Low
17460,94,16,2228.27,3,4,3,343,Champions,High
17461,23,3,757.46,4,3,2,432,Loyal,Low
17462,60,2,675.69,3,2,2,322,Loyal,Low
17463,16,7,2557.91,4,4,4,444,Champions,Low
17464,158,3,1000.94,2,3,3,233,Need Attention,High
17465,426,7,2542.79,1,4,4,144,At Risk,High
17466,10,2,763.28,4,2,2,422,Loyal,Low
17467,395,1,102.6,1,1,1,111,Lost,Low
17468,10,3,194.8,4,3,1,431,Loyal,Low
17469,16,17,5051.25,4,4,4,444,Champions,Low
17470,45,11,2804.87,3,4,4,344,Champions,Low
17471,475,1,321.65,1,1,1,111,Lost,Low
17472,191,4,935.1,2,3,3,233,Need Attention,High
17473,409,2,607.0,1,2,2,122,Lost,Low
17474,600,1,1047.0,1,1,3,113,Lost,Low
17475,79,1,194.37,3,1,1,311,Promising,Low
17476,396,2,489.86,1,2,2,122,Lost,Low
17477,613,2,1144.3,1,2,3,123,Lost,Low
17478,408,2,1272.8,1,2,3,123,Lost,Low
17479,633,1,389.26,1,1,2,112,Lost,Low
17480,78,2,902.03,3,2,3,323,Loyal,Low
17481,4,4,1255.59,4,3,3,433,Champions,Low
17482,487,2,778.19,1,2,2,122,Lost,Low
17483,65,4,591.73,3,3,2,332,Loyal,Low
17484,576,2,209.57,1,2,1,121,Lost,Low
17486,261,1,396.87,2,1,2,212,Lost,Low
17487,728,1,160.55,1,1,1,111,Lost,Low
17488,641,1,336.5,1,1,1,111,Lost,Low
17489,59,2,376.64,3,2,2,322,Loyal,Low
17490,1,9,2750.5,4,4,4,444,Champions,Low
17491,1,17,5981.07,4,4,4,444,Champions,Low
17492,248,3,1122.42,2,3,3,233,Need Attention,High
17493,385,1,100.91,1,1,1,111,Lost,Low
17494,502,1,54.7,1,1,1,111,Lost,Low
17495,8,3,806.72,4,3,2,432,Loyal,Low
17496,359,4,1412.89,2,3,3,233,Need Attention,High
17497,390,2,287.25,1,2,1,121,Lost,Low
17498,76,1,272.22,3,1,1,311,Promising,Low
17499,290,2,1341.39,2,2,3,223,Need Attention,Low
17500,17,3,1138.0,4,3,3,433,Champions,Low
17501,221,2,288.6,2,2,1,221,Need Attention,Low
17502,9,4,689.1,4,3,2,432,Loyal,Low
17503,3,2,558.96,4,2,2,422,Loyal,Low
17504,206,18,9565.12,2,4,4,244,Need Attention,High
17505,162,5,2435.48,2,3,4,234,Need Attention,High
17506,76,1,302.2,3,1,1,311,Promising,Low
17507,262,2,605.58,2,2,2,222,Need Attention,Low
17508,281,8,4579.23,2,4,4,244,Need Attention,High
17509,58,8,6115.14,3,4,4,344,Champions,Low
17510,25,2,514.56,4,2,2,422,Loyal,Low
17511,3,60,175603.55,4,4,4,444,Champions,Low
17512,29,18,5467.82,3,4,4,344,Champions,Low
17513,72,3,1158.8,3,3,3,333,Champions,Low
17514,128,2,542.83,2,2,2,222,Need Attention,Low
17515,31,9,1617.46,3,4,3,343,Champions,Low
17516,15,6,957.55,4,3,3,433,Champions,Low
17517,309,1,153.94,2,1,1,211,Lost,Low
17518,426,2,329.42,1,2,1,121,Lost,Low
17519,17,15,5109.47,4,4,4,444,Champions,Low
17520,54,1,546.81,3,1,2,312,Promising,Low
17521,30,5,1278.06,3,3,3,333,Champions,Low
17522,2,5,1070.71,4,3,3,433,Champions,Low
17523,11,4,652.74,4,3,2,432,Loyal,Low
17524,361,3,539.14,2,3,2,232,Need Attention,High
17525,360,3,1161.9,2,3,3,233,Need Attention,High
17526,5,12,4166.04,4,4,4,444,Champions,Low
17527,54,4,939.37,3,3,3,333,Champions,Low
17528,1,8,3628.5,4,4,4,444,Champions,Low
17529,610,2,1240.25,1,2,3,123,Lost,Low
17530,1,12,3141.51,4,4,4,444,Champions,Low
17531,190,3,1266.82,2,3,3,233,Need Attention,High
17532,386,1,65.34,1,1,1,111,Lost,Low
17533,435,1,34.8,1,1,1,111,Lost,Low
17534,54,5,1668.83,3,3,3,333,Champions,Low
17535,280,1,164.4,2,1,1,211,Lost,Low
17536,177,3,364.83,2,3,2,232,Need Attention,High
17537,30,2,897.62,3,2,2,322,Loyal,Low
17538,26,1,98.42,4,1,1,411,Promising,Low
17539,618,4,1226.57,1,3,3,133,At Risk,High
17540,25,6,1590.6,4,3,3,433,Champions,Low
17541,510,1,124.46,1,1,1,111,Lost,Low
17542,270,3,341.7,2,3,1,231,Need Attention,High
17543,550,1,120.05,1,1,1,111,Lost,Low
17544,390,3,960.69,1,3,3,133,At Risk,High
17545,43,6,1448.54,3,3,3,333,Champions,Low
17547,376,2,727.85,2,2,2,222,Need Attention,Low
17548,234,4,731.26,2,3,2,232,Need Attention,High
17549,24,2,148.86,4,2,1,421,Loyal,Low
17550,197,9,2547.64,2,4,4,244,Need Attention,High
17551,359,1,306.84,2,1,1,211,Lost,Low
17552,60,12,3085.29,3,4,4,344,Champions,Low
17553,130,4,3757.6,2,3,4,234,Need Attention,High
17554,1,5,1952.45,4,3,3,433,Champions,Low
17555,20,5,1057.74,4,3,3,433,Champions,Low
17556,206,2,300.67,2,2,1,221,Need Attention,Low
17557,14,4,575.46,4,3,2,432,Loyal,Low
17558,393,1,259.17,1,1,1,111,Lost,Low
17559,513,1,167.62,1,1,1,111,Lost,Low
17560,95,8,1895.8,3,4,3,343,Champions,High
17561,19,4,722.34,4,3,2,432,Loyal,Low
17562,14,7,1122.38,4,4,3,443,Champions,Low
17563,578,2,392.38,1,2,2,122,Lost,Low
17564,24,3,454.01,4,3,2,432,Loyal,Low
17565,587,1,131.83,1,1,1,111,Lost,Low
17566,8,2,901.21,4,2,3,423,Loyal,Low
17567,7,9,5356.03,4,4,4,444,Champions,Low
17568,633,1,382.79,1,1,2,112,Lost,Low
17569,332,1,344.14,2,1,1,211,Lost,Low
17570,382,1,100.0,1,1,1,111,Lost,Low
17571,50,5,1703.75,3,3,3,333,Champions,Low
17572,71,10,723.01,3,4,2,342,Loyal,Low
17573,29,3,380.6,3,3,2,332,Loyal,Low
17574,243,1,185.65,2,1,1,211,Lost,Low
17575,667,1,171.7,1,1,1,111,Lost,Low
17576,8,41,9056.81,4,4,4,444,Champions,Low
17577,645,2,348.75,1,2,1,121,Lost,Low
17578,218,7,1047.33,2,4,3,243,Need Attention,High
17579,5,4,753.28,4,3,2,432,Loyal,Low
17580,253,5,545.27,2,3,2,232,Need Attention,High
17581,1,43,18757.75,4,4,4,444,Champions,Low
17582,236,5,1450.7,2,3,3,233,Need Attention,High
17583,560,1,135.95,1,1,1,111,Lost,Low
17584,7,6,5309.42,4,3,4,434,Champions,Low
17585,109,7,2093.3,2,4,3,243,Need Attention,High
17586,619,1,167.4,1,1,1,111,Lost,Low
17587,628,1,181.66,1,1,1,111,Lost,Low
17588,100,7,2939.55,2,4,4,244,Need Attention,High
17589,60,18,14049.87,3,4,4,344,Champions,Low
17590,2,3,1479.22,4,3,3,433,Champions,Low
17591,73,8,2776.67,3,4,4,344,Champions,Low
17592,739,1,148.3,1,1,1,111,Lost,Low
17593,4,11,8095.8,4,4,4,444,Champions,Low
17594,85,4,2497.88,3,3,4,334,Champions,Low
17595,12,2,388.79,4,2,2,422,Loyal,Low
17596,23,13,4920.67,4,4,4,444,Champions,Low
17597,214,5,3484.09,2,3,4,234,Need Attention,High
17598,381,1,409.98,1,1,2,112,Lost,Low
17599,478,1,52.05,1,1,1,111,Lost,Low
17600,18,1,161.67,4,1,1,411,Promising,Low
17601,239,2,421.48,2,2,2,222,Need Attention,Low
17602,2,14,7451.13,4,4,4,444,Champions,Low
17603,78,4,1793.48,3,3,3,333,Champions,Low
17604,217,6,945.93,2,3,3,233,Need Attention,High
17605,590,1,160.75,1,1,1,111,Lost,Low
17606,737,1,87.3,1,1,1,111,Lost,Low
17607,376,1,333.81,2,1,1,211,Lost,Low
17608,33,4,498.53,3,3,2,332,Loyal,Low
17609,41,11,1894.34,3,4,3,343,Champions,Low
17610,540,5,1529.49,1,3,3,133,At Risk,High
17611,7,28,8371.98,4,4,4,444,Champions,Low
17612,53,18,5394.86,3,4,4,344,Champions,Low
17613,23,14,4559.15,4,4,4,444,Champions,Low
17614,57,1,390.07,3,1,2,312,Promising,Low
17615,130,6,733.2,2,3,2,232,Need Attention,High
17616,174,4,1060.8,2,3,3,233,Need Attention,High
17617,559,1,395.33,1,1,2,112,Lost,Low
17618,6,11,4073.24,4,4,4,444,Champions,Low
17619,312,1,218.52,2,1,1,211,Lost,Low
17620,60,1,81.44,3,1,1,311,Promising,Low
17621,21,6,3175.12,4,3,4,434,Champions,Low
17622,598,2,1130.21,1,2,3,123,Lost,Low
17623,33,7,2383.67,3,4,4,344,Champions,Low
17624,15,4,1568.63,4,3,3,433,Champions,Low
17625,18,8,6067.8,4,4,4,444,Champions,Low
17626,603,1,254.0,1,1,1,111,Lost,Low
17627,479,1,296.36,1,1,1,111,Lost,Low
17628,81,1,75.75,3,1,1,311,Promising,Low
17629,6,10,2455.52,4,4,4,444,Champions,Low
17630,170,2,503.6,2,2,2,222,Need Attention,Low
